query,lat,lon
"Nuevo Altata, Sinaloa, Mexico",24.8255557,-107.4327755
"Makena Landing, Maui, Hawaii, United States",20.6539101,-156.4410367
"Davidson's Surf Break, Kekaha, Kaua'i, Hawaii, United States",,
"Humboldt Bay, Eureka, Humboldt County, California, United States",40.7498484,-124.2095057
"Surf Beach, Lompoc, Santa Barbara County, California, United States",,
"Seaport, Brevard County, Florida, United States",28.4168126,-80.6130373
"Oboro, Delta, Nigeria",5.1885313,5.8793916
"Davenport Landing, Santa Cruz County, California, United States",37.0243413,-122.21493
"Mullaloo Beach, Perth, Western Australia, Australia",,
"Spanish House Beach, Brevard County, Florida, United States",,
"Eueiki Island, Vava'u, Tonga",,
"Vava'u, Tonga",-18.6231468,-174.002138
"South Beach, Miami-Dade County, Florida, United States",25.7744291,-80.1332415
"Neptune Beach, Duval County, Florida, United States",30.311908,-81.3964734
"St. Augustine Beach, St. John's County, Florida, United States",,
"Spreckelsville, Maui, Hawaii, United States",20.9089792,-156.4080138
"Off the Isle of Islay, Inner Hebrides, United Kingdom",,
"Inner Hebrides, United Kingdom",56.4593941,-5.8622223
"Red Bluff near Quobba Station, Western Australia, Australia",,
"Coral Cove, Cabo de Santo Agostinho, Pernambuco, Brazil",,
"Key Largo, Florida, United States",25.109291,-80.424016
"Saint Leu, Reunion",-21.1677694,55.2881932
"Kaukura Atoll, Tuamotus, French Polynesia",,
"Topanga Beach, Los Angeles County, California, United States",34.0388205,-118.5816256
"Maha‘ulepu Beach, Kauai, Hawaii, United States",,
"Ballston Beach, Truro, Cape Cod, Massachusetts, United States",42.0005707,-70.0208816
"Trois-Bassins, Reunion",-21.1137892,55.3359811
"Off Radix Village, Mayoro County, Trinidad, Trinidad and Tobago",,
"Tofino, Vancouver, British Colombia, Canada",,
"British Colombia, Canada",55.001251,-125.002441
"Off Wedge Island, Western Australia, Australia",,
"North Topsail Beach, Onslow County, North Carolina, United States",34.4751366,-77.4580663
"Eleuthera, Bahamas",25.0884534,-76.1345836
"Ship's Graveyard off Point Lonsdale, Victoria, Australia",,
"Sandstrand, Jongensfontein, Western Cape Province, South Africa",,
"Buccari Bay, Croatia",45.2930829,14.5586093
"Kahana Beach, Maui, Hawaii, United States",,
"South Cape Bay, Tasmania, Australia",-43.6212171,146.794109
"Port Campbell, Victoria, Australia",-38.6196293,142.995366
"Muravera, Sardinia, Italy",39.420945,9.573551
"Redhead Beach, Newcastle, New South Wales, Australia",-33.0151922,151.7190038
"Boca de la Leña, La Unión, Guerrero, Mexico",17.9735693,-101.983434
"Iroquiois Point, Oahu, Hawaii, United States",,
"Leffingwell Landing, Cambria,  San Luis Obispo County, California, United States",35.5807058,-121.1181443
"Off Catalina Island, California, United States",,
"Caves near Kogel Bay, Western Cape Province, South Africa",,
"Dolphin Bay, Innes National Park, South Australia, Australia",,
"Stratham Beach, Western Australia, Australia",,
"Kalbarri, Western Australia, Australia",-27.7109989,114.1638162
"Nobby's Beach, Queensland, Australia",-28.0587725,153.4418613
"Opunake, Taranake, North Island, New Zealand",,
"Shipwreck Cove, Melbourne Aquarium, Victoria, Australia",,
"Port de la Marine, Saint-Benoit, Reunion",-21.1257484,55.7877131
"Off Duba, Tabuk Province, Saudi Arabia",,
"Tabuk Province, Saudi Arabia",28.3251866,37.6328648
"Antofagasta, Antofagasta Province, Chile",-23.0035569,-69.151132
"Palm Beach Inlet, Palm Beach County, Florida, United States",26.7724516,-80.0331758
"Broughton Island, New South Wales, Australia",-32.617282,152.3200714
"Strandfontein, Western Cape Province, South Africa",-31.755556,18.227222
"Wurtulla, Queensland, Australia",-26.755654,153.1280208
"Lanai, Hawaii, United States",20.8305441,-156.9029493
"Taimali, Taitung, Taiwan",22.6154312,121.0073358
"Redhead Beach, New South Wales, Australia",-33.0151922,151.7190038
"Second Beach, Port St. Johns, Eastern Cape Province, South Africa",-31.6475807,29.5207816
"Lincoln City, Lincoln County, Oregon, United States",44.9617922,-124.0159522
"North Avoca Beach, New South Wales, Australia",-33.4604211,151.4382576
"Duranbah, Queensland, Australia",-21.0583993,149.1882125
"Jupiter, Palm Beach County, Florida, United States",26.9342246,-80.0942087
"Fort James Beach, St John's, Antigua and Barbuda",17.1348486,-61.8607238
"Barandúa Beach, Santa Elena, Ecuador",,
"Santa Elena, Ecuador",-2.1954593,-80.5669167
"Makahuena Point, Kauai, Hawaii, United States",21.8683987,-159.4442803
"Noordhoek, Port Elizabeth, Eastern Cape Province, South Africa",-34.0391667,25.6388889
"Angourie, New South Wales, Australia",-29.478884,153.3600421
"Between Sodwana & Cape Vidal, KwaZulu-Natal, South Africa",,
"Seaside Cove, Oregon, United States",45.9759114,-123.9392675
"Bushy Ilet, Queensland, Australia",,
"Broken Head, New South Wales, Australia",-28.715,153.5844444
"Tabanan, Bali, Indonesia",-8.5566523,115.0010149
"Peregian, Queensland, Australia",-26.4949465,153.0681201
"Pigeon Point, California, United States",37.0532901,-121.4938309
"Pigeon Island, East New Britain, Papua New Guinea",-4.2688791,152.3272696
"Punta Del Chifre Beach, Olinda, Pernambuco, Brazil",,
"Sainte-Rose, Bois-Blanc, Reunion",-21.1971885,55.82024
"Marina State Beach, Monterey County, California, United States",36.6987342,-121.8091734
"Spey Bay, Moray, United Kingdom",57.6726898,-3.088846
"uShaka Aquarium, Durban, KwaZulu-Natal, South Africa",,
"Newport, Lincoln County, Oregon, United States",44.636755,-124.053442
"Elwood Beach, Victoria, Australia",-37.889731,144.9841654
"Cape Canaveral, Florida, United States",28.4513556,-80.5283059
"Seaside, Oregon, United States",45.993246,-123.920213
"Cottesloe Beach, Western Australia, Australia",-31.9953965,115.7511955
"Cap La Houssaye, Reunion",-21.0178679,55.2352379
"Santa Maria Island, Manatee County, Florida, United States",,
"Hatillo Beach, Puerto Rico, United States",,
"Puerto Rico, United States",18.2247706,-66.4858295
"Playa Jackson, Samaná Province, Dominican Republic",,
"Samaná Province, Dominican Republic",,
Dominican Republic,19.0974031,-70.3028026
"Clovely Beach, Western Cape Province, South Africa",,
"Boucan-Canot, Saint-Gilles, Reunion",-21.039326,55.2192871
"Mama Ngina Beach, Mombasa, Coast Province, Kenya",,
"Coast Province, Kenya",,
Kenya,1.4419683,38.4313975
"Samoa Beach, Humboldt County, California, United States",,
"Hula, near Port Moresby, Central Province, Papua New Guinea",,
"Nimitz State Beach, Oahu, Hawaii, United States",,
"Bunker Bay, Western Australia, Australia",-33.54022,115.04011
"Crescent Beach St. Johns County, Florida, United States",29.738289,-81.2423048
"Fantome Island, Queensland, Australia",-18.6872277,146.5194449
"Grass Island, Aransas County, Texas, United States",28.0514053,-97.1538796
"Slavyanka, Primorsky Krai, Russia",42.8606833,131.3924115
"Buxton Beach, Dare County, North Carolina, United States",35.2581815,-75.523312
"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay, Western Cape Province, South Africa",,
"Zheltukhin Island, Peter the Great Bay, Khasan, Primorsky Krai (Far East), Russia",,
"Peter the Great Bay, Khasan, Primorsky Krai (Far East), Russia",,
Russia,64.6863136,97.7453061
"Kure Beach, New Hanover County, North Carolina, United States",33.9968399,-77.9072081
"Wrightsville Beach, New Hanover County, North Carolina, United States",34.2079917,-77.7955907
"Vityaz, Telyakovsky Bay, Khasan,  Primorsky Krai (Far East), Russia",,
"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East), Russia",,
"Teahupoo, Tahiti, Society Islands, French Polynesia",,
"Vieques, Puerto Rico, United States",18.121674,-65.4571194
"Anse Lazio, Praslin, Seychelles",-4.2934363,55.7018999
"Beaufort Inlet, North Carolina, United States",35.7503489,-78.557882
"Praia do Pina, Pernambuco, Brazil",-8.0945062,-34.8819499
Philippines,12.7503486,122.7312101
"Egg Harbor, Atlantic County, New Jersey, United States",39.3820672,-74.6171489
"Cintza Beach, East London, Eastern Cape Province, South Africa",,
"Ocracoke Island, Hyde County, North Carolina, United States",35.1279594,-75.9220813
"Brisants., Saint-Gilles, Reunion",-21.0567563,55.222542
"Off Lucaya, Grand Bahama Island, Bahamas",,
"Sunday Beach, Matagorda Island, Calhoun  County, Texas, United States",,
"Mustang Island, Nueces County, Texas, United States",27.739476,-97.1316551
"Roches Noires, Saint-Gilles, Reunion",-21.053005,55.229311
"Libertad, San Onofre, Sucre, Colombia",9.8962382,-75.5741143
"Mudjin Harbor, Middle Caicos, Turks and Caicos",,
"Middle Caicos, Turks and Caicos",,
"Aliwal Shoal, KwaZulu-Natal, South Africa",-30.2454855,30.9074947
"San Onofre State Beach, San Diego County, California, United States",33.4224773,-117.5807401
"Perdido Key, Escambia County, Florida, United States",30.3180487,-87.4259275
"French Cay, Caicos Bank, Turks and Caicos",,
"Caicos Bank, Turks and Caicos",,
"Boucan-Canot, Saint-Gilles-les-Bains, Reunion",-21.039326,55.2192871
"St. Ives, Cornwall, United Kingdom",50.2149064,-5.4795083
"Off Jupiter Inlet, Palm Beach County, Florida, United States",,
"Albuquerque Cay, San Andrés archipelago, Colombia",,
"San Andrés archipelago, Colombia",12.5375979,-81.7204155
"Palau Payar, Kedah, Malaysia",,
"Kedah, Malaysia",5.8098265,100.6715035
"Follett's Island, Brazoria County, Texas, United States",,
"Robberg Beach, Western Cape Province, South Africa",-34.0801516,23.371226
"Lyman Beach, Kailua-Kona, Hawaii, United States",,
"Levan Point, KwaZulu-Natal, South Africa",,
"Ponte Vedra Beach, St Johns County, Florida, United States",30.2274645,-81.3800824
"Kendec, North Province, New Caledonia",,
"North Province, New Caledonia",-20.1472512,164.1237568
"Miami, Florida, United States",25.7741566,-80.1935973
"Khor Fakkan, Umm al Qaywayan Province, United Arab Emirates (Uae)",,
"Umm al Qaywayan Province, United Arab Emirates (Uae)",,
United Arab Emirates (Uae),24.0002488,53.9994829
"Palm Beach, KwaZulu-Natal, South Africa",-30.981321,30.273582
"Riviera Beach, Palm Beach County, Florida, United States",26.784343,-80.0650293
"Red Bluffs, Western Australia, Australia",,
"Snapper Point, South Island, New Zealand",,
"Malake Island, Ra Province, Vitu Levu, Fiji",,
"Vitu Levu, Fiji",,
"Matagorda Beach, Texas, United States",28.6118222,-95.9400871
"Gaviotas Beach, Cancun, Quintana Roo, Mexico",,
"Nukudamu, Fiji",-16.16091,179.96263
"Jimmys Beach, Port Stephens, New South Wales, Australia",,
"Sharm-el-Sheikh, South Sinai Peninsula, Egypt",,
"South Sinai Peninsula, Egypt",,
"Tallow Beach, Byron Bay, New South Wales, Australia",-28.6697473,153.6208087
"Between, Queensland, Australia",-27.4698444,153.0122765
"Bay of Bweedro, Ouvéa, Loyalty Islands, New Caledonia",,
"Loyalty Islands, New Caledonia",-20.9328607,167.1657848
"Trois-Roches, Saint Gilles, Reunion",-21.0435371,55.2178203
"Off Perforated Island near Coffin Bay, South Australia, Australia",,
"Sunshine Beach, Queensland, Australia",-26.4051292,153.1117838
"Manzanillo, Revillagigedo Islands, Colima, Mexico",,
"Sundays River Mouth, Port Elizabeth, Eastern Cape Province, South Africa",,
"Cancun, Quintana Roo, Mexico",21.1527467,-86.8425761
"Revillagigedo Islands, Colima, Mexico",18.7927418,-110.9820313
"Cudgen Creek, New South Wales, Australia",-28.2934184,153.568729
"Second Beach, Port St. John's, Eastern Cape Province, South Africa",,
"Xcalak, Quintana Roo, Mexico",18.2703769,-87.8359632
"Busselton, Western Australia, Australia",-33.644499,115.3488754
"Sigatoka, Vitu Levu, Fiji",,
"Tavares Bay, Maui, Hawaii, United States",,
"Middle Garden, Sharm el-Shiekh, South Sinai Peninsula, Egypt",,
"Ras Nasrani, Sharm el-Sheikh, South Sinai Peninsula, Egypt",,
"Coral Bay, Sharm el-Sheikh, South Sinai Peninsula, Egypt",,
"Native Dog Beach, Western Australia, Australia",-34.4552524,119.3628837
"Boca Chica, Dominican Republic",18.4570748,-69.61487
"Between Carnac and Garden Islands, Western Australia, Australia",,
"Off Garden Island, Western Australia, Australia",,
"Florence, Oregon, United States",43.9800086,-124.1013089
"350 miles from Faial Island, Azores",,
Azores,37.8085565,-25.4731374
"Burnt Cove near Eastport, Washington County, Maine, United States",,
"Maine, United States",45.709097,-68.8590201
"Surf Beach, Vandenberg AFB, Santa Barbara County, California, United States",,
"Sharm el-Sheikh, South Sinai Peninsula, Egypt",,
"Mullaway Headland, New South Wales, Australia",-30.0769195,153.2046516
"Elbow Cay, Abaco Islands, Bahamas",,
"Melkbaai, Strand, Western Cape Province, South Africa",-34.0994444,18.8108333
"Winchester Bay, Oregon, United States",43.6776066,-124.1737886
"Sandridge Beach, Virginia, United States",,
"Virginia, United States",37.1232245,-78.4927721
"Between Dyer Island and Pearly Beach, Western Cape Province, South Africa",,
"St. Augustine, St. John's County, Florida, United States",,
"Ha'api, Tonga",,
Tonga,-19.9160819,-175.202642
"Western Province, Solomon Islands",,
"Off Jaws Beach, New Providence Island, Exuma Islands, Bahamas",,
"Cowaramup Bay, Western Australia, Australia",-33.86084,114.98008
"Pigeon Point, San Mateo County, California, United States",37.1815562,-122.3945402
"Three Mile Creek, Townsville, Queensland, Australia",-19.3055497,146.6888496
"Jeju Island, Jeju Province, South Korea",33.3803475,126.5482545
"Figure Eight Island, Wilmington, New Hanover County, North Carolina, United States",,
"Off Fort St. Elmo, Valetta, Malta",,
Malta,35.9311442,14.3951627
"Near oil rig Hondo, 5 nm from Gaviota, Santa Barbara County, California, United States",,
"Micklers Landing, St. Johns County, Florida, United States",,
"Sardina del Norte, Gáldar, Grand Canary Island, Spain",,
"Lauderdale-by-the-Sea, Broward County, Florida, United States",26.192028,-80.0964326
"Off Long Island, New York, United States",,
"Pismo Beach, San Luis  Obispo County, California, United States",35.1427436,-120.641288
"Dog Patch, San Onofre, California, United States",,
"Eight Mile Beach, Galveston, Texas, United States",,
"Fripp Island, South Carolina, United States",32.32397,-80.4712228
"Topsail Island, Pender County, North Carolina, United States",34.4437309,-77.5302187
"Quy Nhon, Binh Dinh Province, Vietnam",13.7775362,109.2268601
"Jacksonville, Florida, United States",30.3262247,-81.6579179
"Conspicuous Beach, near Walpole, Western Australia, Australia",,
"Off Tarpon Springs, Florida, United States",,
"Point Plomer, New South Wales, Australia",-31.314908,152.9754159
"Ambatolaoka, Nosy Be Island, Antsiranana Province, Madagascar",,
"Antsiranana Province, Madagascar",-13.7229722,49.1801836
"Hanalei Bay, Florida, United States",,
"Sharm el-Sheikh, Sinai Peninsula, Egypt",,
"Sinai Peninsula, Egypt",29.5231697,33.8054726
"Bittern, Saint-Benoit, Reunion",,
"Saint-Benoit, Reunion",-21.0810433,55.6028127
"Tahunanui Beach, South Island, New Zealand",,
"Off Vanua Levu, Fiji",,
"Dent Island, Whitsundays, Queensland, Australia",-20.3592389,148.9328433
"Mona Vale Beach, Sydney, New South Wales, Australia",-33.682969,151.311833
"Cosy Nook, South Island, New Zealand",,
"Turners' Beach, New South Wales, Australia",-29.4295997,153.3637088
"Riviera Beach, Florida, United States",26.784343,-80.0650293
"Merizo, Guam",13.2682975,144.6726106
"Stuart, Martin County, Florida, United States",27.197983,-80.2519175
"Atlantis Beach, near Tramandai, Rio Grande Do Sul, Brazil",,
"Rio Grande Do Sul, Brazil",-29.8425284,-53.7680577
"Archie's Beach, Queensland, Australia",,
"Umm Suqeim Beach, Dubai, Dubai, United Arab Emirates (Uae)",,
"Dubai, United Arab Emirates (Uae)",,
"Geelong, Victoria, Australia",-38.1493248,144.3598241
"Fish Hoek, Western Province, South Africa",-34.137645,18.4246723
"Thursday Island, Torres Strait, Australia",,
"Torres Strait, Australia",-10.416667,142.166667
"Elliot Key, Florida, United States",,
"Nahoon, East London, Eastern Province, South Africa",-32.9757754,27.9268792
"Port Alfred, Eastern Cape  Province, South Africa",-33.5981844,26.8914772
"Ponta do Ouro, Maputo Province, Mozambique",-26.840508,32.883046
"Mudjimba Island, Queensland, Australia",-26.6146824,153.1147405
"North Beach, Durban, KwaZulu-Natal, South Africa",-29.8490579,31.0384127
"Clark Island, South Island, New Zealand",,
"Coffee Head, New South Wales, Australia",-33.8793661,151.2361236
"Hawks Nest Beach, New South Wales, Australia",-32.6736016,152.1849742
"Adventure Aquarium, Camden, New Jersey, United States",39.9454428,-75.1314961
"Lori Wilson Park, Cocoa Beach, Brevard County, Florida, United States",28.3365822,-80.6085123
"Loch Lomond, Marin County, California, United States",37.9723854,-122.4822441
"Second Valley, South Australia, Australia",-35.5146849,138.2192418
"Davenport, Santa Cruz County, California, United States",37.0116166,-122.1919134
"Portland, Victoria, Australia",-38.3456231,141.6042304
"Off Vilanculo, Inhambane Province, Mozambique",,
"Lennox Heads, New South Wales, Australia",,
"Kalama Park, Maui, Hawaii, United States",20.7315443,-156.4530373
"Playa La Cabaña, Bocas, Panama",9.3487206,-82.2542502
"Deep Sea World Aquarium, Fife, United Kingdom",56.0083511,-3.3911106
"Mewstone Rock, Devon, United Kingdom",,
"Devon, United Kingdom",50.7241405,-3.6607788
"Key Colony Beach, Monroe County, Florida, United States",24.7209744,-81.0186827
Vietnam,15.9266657,107.9650855
Somalia,8.3676771,49.083416
"Piedade, Recife, Pernambuco, Brazil",-7.988608,-34.9305528
"Corolla, Currituck County, North Carolina, United States",36.3847464,-75.8286983
"Castle Beach, Saint Kitts and Nevis",,
"Kirakira, Makira Island (formerly San Cristobal), Makira-Ulawa Province, Solomon Islands",,
"Makira-Ulawa Province, Solomon Islands",,
"Glentana, Western Cape Province, South Africa",-34.049324,22.315192
"Terramar Beach, Carlsbad, San Diego County, California, United States",,
"Alkantstrand, KwaZulu-Natal, South Africa",-28.8009983,32.0963971
"Ponce, Volusia County, Florida, United States",29.0963729,-80.9369983
"Kawa'a, Hawaii, United States",21.4186242,-157.8034438
"Curlew Island, Breton Sound, Louisiana, United States",,
"Spanish Cay, Abaco Islands, Bahamas",,
"Likoni Channel, Mombasa, Kenya",-4.0765104,39.6596296
"Sant Salvador, Catalunya, Spain",41.5580804,2.1511733
"Intracoastal Waterway,      St. Petersburg, Florida, United States",27.6753216,-82.6085457
"Jogensfontein, Stilbaai, Western Cape Province, South Africa",,
"Biscayne National Park, Miami, Florida, United States",25.5031224,-80.2348496
"Shell Beach, San Luis Obispo County, California, United States",35.1552532,-120.672394
"Habili Gafar, Egypt",,
"Onboard the fishing vessel Chin Sheng Fa 13, Off Green Island, Taiwan",,
"Off Green Island, Taiwan",,
Taiwan,23.9739374,120.9820179
"Clearwater Beach, Pinellas County, Florida, United States",27.9774736,-82.8279313
"Ritidian Point, North Region, Guam",,
"North Region, Guam",,
"Mabini, Batangas province, Philippines",,
"Batangas province, Philippines",14.3894661,120.9398335
"Carlin Park, Jupiter Inlet, Florida, United States",,
"Walton Rocks, St Lucie County, Florida, United States",27.3387984,-80.232924
"Kona, Hawaii, United States",19.6472213,-155.9966428
"Fingal Bay, New South Wales, Australia",-32.7470423,152.1687575
"Umtentweni, KwaZulu-Natal, South Africa",-30.713056,30.471667
"San Diego County, California, United States",32.9637838,-116.7706277
"2-3 km north of Sunday's River mouth, Eastern Cape Province, South Africa",,
"Blue Bay, New South Wales, Australia",-33.3525,151.5011111
"South Broulee, New South Wales, Australia",-35.853865,150.176042
"Bateman's Bay, New South Wales, Australia",-35.729338,150.1947997
"Pulau Payar Island, Strait of Malacca, Malaysia",,
"Strait of Malacca, Malaysia",2.830645,101.0398759
"Alenuihaha Channel, Hawaii, United States",,
"The Natural Jetty, Rottnest Island, Western Australia, Australia",,
"Bourail, South Province, New Caledonia",-21.5677243,165.4971296
"Off Cape Point, Western Cape Province, South Africa",,
"Avalon, New South Wales, Australia",-33.6365039,151.3290299
"Bondi Beach, Sydney, New South Wales, Australia",-33.8906977,151.2724119
"Garden Point, Woolloomooloo Sydney Harbour, New South Wales, Australia",,
"Quebradillas, Puerto Rico, United States",18.4288325,-66.9225514
"Cellito Beach, New South Wales, Australia",,
"Sandon, New South Wales, Australia",-29.6762241,153.3317297
"Onboard the fishing vessel Nuevo Cedes, Azores",,
"Praia do Olho d'Aqua, Brazil",,
"Guantanamo Bay, Guantanamo Province, Cuba",,
"Guantanamo Province, Cuba",,
"Alderman Islands, North Island, New Zealand",,
"Surf Beach, Batemans Bay, New South Wales, Australia",,
"Olho d'Água, Maranhão, Brazil",-2.4839736,-44.2276885
"Off Tower Hill, Victoria, Australia",,
"Karitane Beach, South Island, New Zealand",,
"Shark Alley, off Gansbaai, Western Cape Province, South Africa",,
"Windang,       Lake Illawara, New South Wales, Australia",,
"Binalong Bay, Tasmania, Australia",-41.24899,148.31215
"Fingal Beach, New South Wales, Australia",-32.7442415,152.1709248
"Hawkes Bay, North Island, New Zealand",,
"Isla Isabella, Galapagos Islands, Ecuador",,
"Haumoana, North Island, New Zealand",,
"Guantanamo, Guantanamo Province, Cuba",,
"Port Kennedy Beach, Western Australia, Australia",,
"near Schouten Island, Tasmania, Australia",,
"Seal Rocks, New South Wales, Australia",-32.4361913,152.5299305
"Dillon Beach, Marin County, California, United States",38.2507515,-122.9652768
"Maraetai, North Island, New Zealand",,
"Plettenberg Bay, Western Cape Province, South Africa",-34.052778,23.369444
"Mowarry Point, New South Wales, Australia",-37.1423163,150.0043599
"Chidenguele, Inhambane Province, Mozambique",,
"Red Sea, Egypt",25.5664162,34.0930512
"Luzon Strait, Batanes Provine, Philippines",,
"Batanes Provine, Philippines",,
"Santa Cruz, Galapagos Islands, Ecuador",,
"North Haven, South Australia, Australia",-34.7872004,138.4905349
"off Paoay, Ilocos Norte Province, Luzon, Philippines",,
"Luzon, Philippines",15.5504104,120.7434436
"Oceanworld, Manley, New South Wales, Australia",,
"Darwin, Northern Territory, Australia",-12.46044,130.8410469
"Santa Rosa Beach, Walton County, Florida, United States",30.3466423,-86.2307992
"Smokvina Bay, Vis Island, Split-Dalmatia Count,, Croatia",,
"Split-Dalmatia Count,, Croatia",,
Croatia,45.3658443,15.6575209
"Bethune Beach, Florida, United States",28.9491539,-80.83783
"Near Croker Island, Northern Territory, Australia",,
"Ormond-by-the-Sea, Volusia County, Florida, United States",29.3451855,-81.0683775
"Ka'a'awa, Oahu, Hawaii, United States",,
"Clarks Beach, Byron Bay, New South Wales, Australia",,
"Ponce Inlet, New Smyrna Beach, Volusia County, Florida, United States",29.0645698,-80.915154
"Hutchinson Island, Florida, United States",27.2961557,-80.2161581
"McKenzie Beach Park in Pahoa, Hawai'i, Hawaii, United States",,
"Lundy Island, North Devon, United Kingdom",,
"North Devon, United Kingdom",51.061456,-3.9239233
"Surf City, Topsail Island, Pender County, North Carolina, United States",,
"Buck Island, US Virgin Islands, United States",17.7868601,-64.6196677
"Ala Moana Beach Park, Oah'u, Hawaii, United States",,
"Levys Beach, Victoria, Australia",-38.3771824,142.4317238
"Playa Teta, San Carlos, Panama",8.5068401,-79.9166689
"Cabo San Lucas, Mexico",22.8938884,-109.92006
"Honokowai, Maui, Hawaii, United States",20.953821,-156.6862836
"Lahilahi Point, Oahu, Hawaii, United States",,
"Carolina Beach, New Hanover County, North Carolina, United States",34.0351727,-77.8935966
"Litchfield Beach, Georgetown County, South Carolina, United States",33.4668348,-79.0997632
"Rock-a-Nore, Hastings, Sussex, United Kingdom",50.8559008,0.5971562
"Kamilo Point, Hawai'i, Hawaii, United States",21.9612374,-159.3297899
"Mossel Bay, Western Cape Province, South Africa",-34.1832022,22.1536248
"Struis Bay, Western Cape Province, South Africa",-34.8111916,20.036906
"Guarajuba, Bahia, Brazil",-12.650358,-38.0707556
"West Cove, Catalina Island, California, United States",,
"Punta Del Chifre, Olinda, Pernambuco, Brazil",,
"Balintore Bay, Easter Ross, United Kingdom",,
"Easter Ross, United Kingdom",56.3735416,-3.996631
"Cherry Grove, South Carolina, United States",33.8273947,-78.6427922
"Hammocks Beach State Park, Bear Island, Onslow County, North Carolina, United States",,
"Off West End, Grand Bahama Island, Bahamas",,
"Playa Linda, Guerro, Mexico",,
"Guerro, Mexico",21.0698754,-97.6419728
"Pantla Beach, Guerro, Mexico",,
"Turtle Island, Yasawa Islands, Fiji",,
"Yasawa Islands, Fiji",-17.2909471,177.1257858
"Albany, Western Australia, Australia",-35.0247822,117.883608
"Hienghène, North Province, New Caledonia",-20.6893694,164.9440366
"Troncones Beach, Guerro, Mexico",,
"Poindimié, North Province, New Caledonia",-20.9369364,165.3342587
"Solana Beach, San Diego County, California, United States",32.9919141,-117.2678124
"Delfines Beach, Cancun, Quintana Roo, Mexico",21.0619642,-86.778583
"Duranbah, Greenmount Beach, Queensland, Australia",,
"Playalinda Beach, Canaveral National Seashore, Brevard County, Florida, United States",,
"Palm Beach Shores, Palm Beach County, Florida, United States",26.7781183,-80.0355962
"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County, Florida, United States",,
"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County, Florida, United States",,
"Scottburgh, KwaZulu-Natal, South Africa",-30.286041,30.754365
"New Smyrna Beach / Ponce Inlet, Volusia County, Florida, United States",,
"Near Cocoa Beach, Brevard  County, Florida, United States",,
"Beachway Avenue Approach, New Smyrna Beach, Volusia County, Florida, United States",,
"Lovers Key State Park, Bonita Springs, Lee County, Florida, United States",26.3968752,-81.8729621
"Dive site known as ""The End of the Map"", Northern Bahamas, Bahamas",,
"Northern Bahamas, Bahamas",,
"Tahiti, Society Islands, French Polynesia",,
"Horseshoe Bay, New South Wales, Australia",-30.8831283,153.0400371
"Opposite Patrick Air Force Base, Brevard County, Florida, United States",,
"Tokyo Bay, Japan",35.4700117,139.8477024
"Suncoast Pirates Beach, Durban, KwaZulu-Natal, South Africa",-29.8380316,31.0358028
"200 km east of Coolangatta, Queensland, Australia",,
"Marfells Beach, South Island, New Zealand",,
"Omaha Beach, North Island, New Zealand",,
"Off Fort Pierce, St. Lucie County, Florida, United States",27.3931017,-80.3716778
"Playas de Tijuana, Baja California, Mexico",32.5209242,-117.1198087
"San Cristobal Island, Galapagos Islands, Ecuador",,
"Green Bay, British Virgin Islands",,
British Virgin Islands,18.4024395,-64.5661642
"Jimmy's Beach, New South Wales, Australia",,
"South Stradbroke Island, Queensland, Australia",-27.8357175,153.4192648
"Bondi, New South Wales, Australia",-33.8930556,151.2633333
"Waialua Bay, O'ahu, Hawaii, United States",,
"Kaikoura, South Island, New Zealand",,
"Itamaracá, Pernambuco, Brazil",-7.747664,-34.830319
"In a tidal creek    5 km from Wickham, Western Australia, Australia",,
"The Strand, Western Cape Province, South Africa",-33.9953496,22.5755751
"Round Island Park, Indian River County, Florida, United States",27.5613428,-80.3267064
"Bonza Bay, Eastern Cape Province, South Africa",-32.9731677,27.958663
"Guadalupe Island, Baja California, Mexico",29.0347633,-118.2699609
"Wailea, Maui, Hawaii, United States",20.6871749,-156.4390415
"Byron Bay, New South Wales, Australia",-28.6483333,153.6177778
"Venice Pier, Venice, Los Angeles County, California, United States",33.9777562,-118.4691093
"Santa Monica, Los Angeles County, California, United States",34.0194704,-118.491227
"Off Cagayancillo, Palawan, Philippines",,
"Bay of Luengoni, Lifou Island, Loyalty Islands, New Caledonia",,
"Sweetings Cay, Grand Bahama Island, Bahamas",,
"Moonstone Beach, Humboldt County, California, United States",41.0295555,-124.109361
"Jupiter Inlet, Florida, United States",26.9489465,-80.0747637
"Huguenot Park, Florida, United States",30.2730195,-81.3878613
"Kicha Island, Marovo Lagoon, Solomon Islands",,
"Marovo Lagoon, Solomon Islands",,
"North Carolina Aquarium at Fort Fisher, North Carolina, United States",33.9633315,-77.9266723
"Indian River Inlet, Rehoboth Beach, Delaware, United States",38.6099251,-75.0681777
"Islamorada Founder's Park, Plantation Key, Monroe County, Florida, United States",,
"Lakewood Campground, Grand Strand, Horry County, South Carolina, United States",,
"Sarasota Bay, Florida, United States",27.3506005,-82.5720423
"Ponce Inlet,  New Smyrna Beach, Volusia County, Florida, United States",29.0645698,-80.915154
"Islamorada, Monroe County, Florida, United States",24.9236561,-80.6291479
